WKT,KABUPATEN KEPULAUAN SERIBU,-5.5985,106.55271
"POINT (106.8135 -6.266)",KOTA JAKARTA SELATAN,	-6.266,	106.8135
"POINT (106.884 -6.2521)",KOTA JAKARTA TIMUR,	-6.2521,	106.884
"POINT (106.8403 -6.1777)",KOTA JAKARTA PUSAT,	-6.1777,	106.8403
"POINT (106.7673 -6.1676)",KOTA JAKARTA BARAT,	-6.1676,	106.7673
"POINT (106.8857332 -6.1577948)",KOTA JAKARTA UTARA,-6.1577948,106.8857332
"POINT (106.6014735 -5.7349803)",KABUPATEN KEPULAUAN SERIBU,-5.7349803,106.6014735
