WKT,KABUPATEN KULON PROGO,-7.645,110.02694
"POINT (110.36667 -7.9)",KABUPATEN BANTUL	,	-7.9	,	110.36667
"POINT (110.61667 -7.98333)",KABUPATEN GUNUNG KIDUL	,	-7.98333	,	110.61667
"POINT (110.32333 -7.68167)",KABUPATEN SLEMAN	,	-7.68167	,	110.32333
"POINT (110.375 -7.8)",KOTA YOGYAKARTA	,	-7.8	,	110.375
"POINT (110.1487035 -7.7713758)",KABUPATEN KULON PROGO,-7.7713758,110.1487035
